co2_id,date,site_depart,site_arrivee,mode_transport,distance_km,masse_t,co2_kg,co2_kg_baseline,reduction_pct,fe_kg_co2_t_km,conforme_iso14001,produit
CO2-0884,2024-09-12,Khouribga,Laayoune,Rail,931,419.1,8584.01,11916.09,28.0,0.022,True,NPS
CO2-0885,2024-06-01,Youssoufia,Jorf Lasfar,Rail,90,147.6,332.1,400.99,17.2,0.025,True,Urée
CO2-0886,2024-10-25,Laayoune,Jorf Lasfar,Maritime,820,398.6,2614.82,3905.76,33.1,0.008,True,Acide phosphorique
CO2-0887,2024-06-10,Laayoune,Casablanca Port,Rail,900,166.4,3744.0,5266.78,28.9,0.025,True,MAP
CO2-0888,2024-10-05,Jorf Lasfar,Safi,Rail,75,245.5,405.07,622.44,34.9,0.022,True,Phosphate brut
CO2-0889,2025-01-03,Casablanca Port,Youssoufia,Rail,494,156.3,1698.67,2305.65,26.3,0.022,True,Acide phosphorique
CO2-0890,2024-03-28,Khouribga,Benguerir,Maritime,80,310.4,173.82,265.9,34.6,0.007,True,Sulfate d'ammonium
CO2-0891,2024-05-24,Youssoufia,Casablanca Port,Maritime,509,485.3,1729.12,2404.74,28.1,0.007,True,Urée
CO2-0892,2024-01-31,Youssoufia,Safi,Route,60,100.1,576.58,878.33,34.4,0.096,True,MAP
CO2-0893,2024-10-03,Casablanca Port,Youssoufia,Rail,167,313.4,1151.43,1563.15,26.3,0.022,True,TSP
CO2-0894,2025-01-19,Khouribga,Safi,Route,155,29.4,437.47,630.53,30.6,0.096,True,Acide phosphorique
CO2-0895,2024-07-05,Khouribga,Casablanca Port,Rail,120,149.9,395.74,591.26,33.1,0.022,True,MAP
CO2-0896,2024-03-17,Khouribga,Casablanca Port,Route,120,315.7,3939.94,6044.51,34.8,0.104,True,TSP
CO2-0897,2025-03-09,Youssoufia,Safi,Maritime,60,33.5,16.08,21.97,26.8,0.008,True,Urée
CO2-0898,2024-10-16,Benguerir,Casablanca Port,Route,289,108.0,3246.05,3984.02,18.5,0.104,True,NPS
CO2-0899,2024-07-24,Laayoune,Benguerir,Rail,269,159.0,940.96,1403.29,32.9,0.022,True,Phosphate brut
CO2-0900,2024-02-10,Youssoufia,Jorf Lasfar,Rail,90,276.1,621.23,753.18,17.5,0.025,True,Acide phosphorique
